1;ANGAITZA;8;Dólmen corto cerrado;Concejo de Beorburu. Ayuntamiento del Valle de Juslapeña;Cerca del alto de Angaitza;"A 15 minutos desde Beorburu, en dirección Norte
Hoja cartográfica Nº 115-12";Ulzama#0001_TEX_25.pdf#;4753750;603400;860;0.00544260978502137,-7.44615386328269;sábado, 15 de abril de 1905;P. Urra;"Túmulo circular poco determinable. Cámara de recinto rectangular, más bien trapecial por tender las paredes a cerrarse a la entrada. Cubierta desplazada al realizar la cata de reconocimiento, por lo que se encuentra fragmentada.
Documentado por tres diapositivas, en las que debido a la maleza tapa la conformación del monumento.

?  W.E.  10 m ?
      N. S.  11m 
      Altura aprox. 1m
      Tierra y piedra
                   Viane tiene medidas las losas
Hoy se ven
Losa de cabecera orientada a 15?
Losa N (W.E.) orientada a 120?
Losa S (W.E.) orientada a 77?
6 piedras ( A6 x 40)            al E.
1 piedrra (1 x 70) 
1 piedra  (1,3 x 1,7)         E. enterradas
1 piedra  ?                         E. enterradas
1 piedra 1 x 1 a SE  (cierre cámara ?)";En 1932, se realizó una cata de reconocimiento, por P. Urra;"P. Urra se lo comunicón a J.M. de Barandiarán y la cata de reconocimiento dio restos humanos cuyo paradero es desconocido.
Este dómen tiene posibilidades de ser reconstruido, colocándole la tapa . Hay que levantar un croquis y medir las locas.

Topónimo ARANGAITZ  en mapa 1/25.000     115-1

Bibliografía: J.M. de Barandiarán. Catálogo des stations. 1946
J.M. de Barandiarán . Hombre prehistórico. 1953";;Bloc 12. Atez Ulzama;Croquis;0001_DIB_1.pdf;Fotos;0001_FOT_2.pdf;;;;;;;;;;;;
122;ARDAIZ - I;9;Dolmen largo abierto;Ardaiz;"Al NE. del pueblo, en el monte Argitxoain, en el término Orgal.
Hoja cartográfica Nº: 116-9";Valle del Arriasgoiti;Valle del Arriasgoiti#0121_TEX_143.pdf#;627150;4751075;945;42.9016963254682,-1.44253217442052;lunes, 17 de abril de 1905;José Miguel de Barandiaran;"Túmulo desfigurado de unos 20 m de ?. 5 Losas y una tendida. Calizas del terreno.
Sobre un túmulo desfigurado de piedras, cubierto totalmente de bojes, se encuentran cinco losas más una tendida que parecen formar un recinto rectangular muy desfigurado.
Cámara totalmente vaciada.
Orientación a 110º.";No se conoce.;"Los bojes que cubren el túmulo esconden el conjunto, impidiendo verlo.
Aunque no se conoce excavación, se observa que a través del tiempo este monumento ha sufrido violaciones en busca del consabido tesoro.
Con fecha 26-9-1987 se le colaca un hito señalizador, actividad de los socios de Gorosti.

Bibliografía:
Barandiaran, JM: Huellas de Arte (1935).375
     ""                       : Catalogue des stations (1946)
     ""                       : Hombre Prehistórico… (1953)
Fernández Medrano, D.:Guía Sumaria… (1948)";;Bloc 17: Erro - Valcarlos - Arriasgoiti;Croquis;0122_DIB_148.pdf;Fotos;0122_FOT_149.pdf;;;;;;;;;;;;
123;ARDAIZ - II;7;Dolmen corto abierto;Ardaiz;"Al NE del pueblo, monte Argitxoain, término Orgal, a 100 m al E. del Ardaiz-I
Hoja cartográfica Nº: 116-9";Valle del Arriasgoiti;Valle del Arriasgoiti#0121_TEX_143.pdf#;627000;4751100;945;42.9019463514216,-1.44436321196557;lunes, 17 de abril de 1905;Por José Miguel de Barandiaran;"Túmulo de piedras de 19 m de ?. Calizas del terreno. 3 Losas formando recinto y una de cubierta.
Recinto trapezoidal al cerrarse las paredes a la entrada. Losas basculadas por presión de la cubierta.
Orientación a 130º.
Túmulo casi tapado por los bojes.";No se conoce.;"Al igual que el Ardaiz-I, con fecha 26-9-1987 se fue colocado un hito señalizador por el grupo Gorosti.

Bibliografía:
Barandiaran, JM: Huellas de Arte (1935).375
     ""                       : Catalogue des stations (1946)
     ""                       : Hombre Prehistórico… (1953)
Fernández Medrano, D.:Guía Sumaria… (1948)";;Bloc 17: Erro - Valcarlos - Arriasgoiti;Croquis;0123_DIB_151.pdf;Fotos;0123_FOT_150.pdf;;;;;;;;;;;;
124;OIARZABAL IPAR (BIORRETA - I);7;Dolmen corto abierto;Ardaiz - Zunzarren;"En la cresta divisoria de Biorreta - Ardaiz, prolongación monte Etarte.
Hoja cartográfica Nº: 116-9";Valle del Arriasgoiti;Valle del Arriasgoiti#0121_TEX_143.pdf#;627500;4748750;970;42.8807084837374,-1.4387746571971;sábado, 6 de mayo de 1905;Tomás López Sellés;"Túmulo de 10 m de ?  y 0,45 m de alto. Calizas del terreno. 3 Losas y cubierta desplazada.
Túmulo rebajado y recinto de la cámara rectangular.
Orientación E.";No se conoce;"Pendiente de colacar hito señalizador.
En el mes de marzo de 1988 se recopilan nuevos topónimos de la zona donde se ubica el dolmen. Esta cota se denomina Oiarzalmendi, antes Aska.
Desde el monumento, en la prolongación W, al SW se divisa Elomendi, al S., Peña Izaga, al N., Asi.

Bibliografía:
López Sellés, Tomás: Nuevos dólmenes… 1956 nº 3.
     ""                              : Nuevos hallazgos… 1960.  246";;Bloc 17: Erro - Valcarlos - Arriasgoiti;Fotos;0124_FOT_152.pdf;;;;;;;;;;;;;;
125;OIARZABAL HEGO BIORRETA - II;7;Dolmen corto abierto;Zunzarren;"Al SE. del Biorreta - I, en una pequeña loma que desciende a Biorreta.
Hoja cartográfica Nº: 116-13";Valle de Arriasgoiti;Valle de Arriasgoiti#0121_TEX_143.pdf#;687565;4748000;800;42.8615733314173,-0.704019199694967;sábado, 6 de mayo de 1905;Tomás López Sellés;"Túmulo de piedras desfigurado por una alambrada. Sin cubierta
Orientacion E.";No se conoce.;"Pendiente de colocación de un hito señalizador.

Tópez Sellés, Tomás:  Nuevos hallazgos… 1960.  246";;Bloc 17: Erro - Valcarlos - Arriasgoiti;Fotos;0125_FOT_153.pdf;;;;;;;;;;;;;;
126;Argibel;1;Dolmen;;;;;;;;;;;;;;;Bloc 17: Erro - Valcarlos - Arriasgoiti;Fotos;0126_FOT_154.pdf;;;;;;;;;;;;;;
127;DONDORO;9;Dolmen largo abierto;Espinal;"A 1,3 km al WNW del pueblo
Hoja cartográfica Nº: 116-2";Ruta 5, Itinerario 4: Espinal septentrional;Ruta 5, Itinerario 4: Espinal septentrional#0127_TEX_156.pdf#;631760;4760780;896;42.9882747756823,-1.38380126224327;viernes, 7 de abril de 1905;Silvestre Irigoyen;"Túmulo muy poco apreciable de calizas del terreno y 4 losas. Probablemente circular. La cámara forma un recinto rectangular abierto.
Orientación a 90º.

Resultado de la excavación: No se conoce ningún ajuar. En el Museo de Navarra, Pamplona, existe una lasca.";T. Aranzadi y J.M. Barandiaran en 1925;"Con fecha  25-7-1989 le fue colocado un hito señalizador por el grupo de Gorosti y voluntarios del lugar.

Descripción de la zona de Espinal - Aurizperri y listado de monumentos megalíticos. (Ver en Anexos)

Bibliografía: MUNIBE 1973, Suplemento nº 1.
Nº de catálogo: 68-4.";;Bloc 17: Erro - Valcarlos - Arriasgoiti;Descripción de la zona de Espinal - Aurizperri y listado de monumentos megalíticos.;0127_TEX_155.pdf;Croquis;0127_DIB_158.pdf;Fotos;0127_FOT_157.pdf;;;;;;;;;;
128;URDANTXARRETA;1;Dolmen corto?;Espinal;"1,7 km NNW pueblo, ladera meridional Mendiaundi.
Hoja cartográfica Nº: 116-2";Ruta 5, Itinerario 4: Espinal septentrional;Ruta 5, Itinerario 4: Espinal septentrional#0127_TEX_156.pdf#;632520;4761500;905;42.9946238421852,-1.37431173337785;viernes, 7 de abril de 1905;Silvestre Irigoyen;"Túmulo circular con 3 losas y 10 m de ?  y 0,9 m de alto. En 1925, de las losas de la cámara, dos están en una pared y una en la opuesta.
Orientación E - W.";T. Aranzadi y J.M. Barandiaran en 1925.;"Resultado de la excavación: una lasca informe de silex (Museo de San Telmo, San sebastián)
Bibliografía: MUNIBE 1973, Suplemento nº 1.
Nº de catálogo: 68-3.
En 1984 se pudo comprobar había desaparecido como tal al pasar por encima la pista que ampliaba el camino adyacente al monumento. Hoy se percibe una forma tumular con piedras dispersas.";;Bloc 17: Erro - Valcarlos - Arriasgoiti;;;;;;;;;;;;;;;;
129;OTEGI;1;Dolmen;Espinal;"Lado izdo. Carretera a Burguete. Entre bifurcaci. Aoiz - Garralda
Hoja cartográfica Nº: 116-3";Ruta 5, Itinerario 3: Espinal oriental.;Ruta 5, Itinerario 3: Espinal oriental.#0127_TEX_156.pdf#;634575;4759770;872;42.9786906919137,-1.3495289655876;sábado, 8 de abril de 1905;T. Aranzadi y J.M. Barandiaran;"Dolmen con 1 losa. Túmulo circular.
Cámara reducida a una losa vertical y fragmentos dispersos de otras.";T. Aranzadi y J.M. Barandiaran en 1925.;"En la excavación subsiguiente al descubrimiento del dolmen no se obtuvo ajuar alguno. Esta circunstancia llevó a los excavadores a no considerar el monumento como dolmen. J.M.Barandiaran lo admite como tal.
Hacia finales de mayo de 1989, los terrenos donde estaba ubicado el dolmen fueron labrados para la siembra de patata. Por este motivo el dolmen ha desaparecido. Este hecho tuvo como réplica un escrito de la Sociedad Gorosti que, difundido por prensa y radio, denunciaba a la opinión pública el atropello cometido. La denuncia fue difundida hacia el 3 de julio de 1989.

Bibliografía: MUNIBE 1973, Suplemento nº 1.
Nº de catálogo: 68-9.";;Bloc 17: Erro - Valcarlos - Arriasgoiti;Fotos;0129_FOT_159.pdf;;;;;;;;;;;;;;
130;MUGARRI;2;Túmulo;Viscarret;"45´en camino Tiratun, entre barrancos Bordasoro - Odiako erreka
Hoja cartográfica Nº: 116-1";Ruta 5: Itinerario nº 1, Linzoain.;Ruta 5: Itinerario nº 1, Linzoain.#0127_TEX_156.pdf#;627245;4759965;1080;42.981706849955,-1.43934848860144;jueves, 11 de mayo de 1905;Tomás López Sellés;"Túmulo circular de 12 m de ?  y 1 m de alto.
Cráter central sin losas de cámara.";No se conoce,;MUNIBE, nº de catálogo: 68-13.;;Bloc 17: Erro - Valcarlos - Arriasgoiti;;;;;;;;;;;;;;;;
131;ARRIURDIN;9;Dolmen largo abierto;Mezquiriz;"10´ alto y 100 m alambrada divisoria de Mezquiriz y Espinal.
Hoja cartográfica Nº: 116-2";Ruta 5, Itinerario 2: Alto Puerto de Mezquiriz.;Ruta 5, Itinerario 2: Alto Puerto de Mezquiriz.#0127_TEX_156.pdf#;631950;4759580;930;42.977440025804,-1.38175498979143;viernes, 7 de abril de 1905;S. Irigoyen;"Túmulo circular con 5 losas de calizas del terreno, muy poco apreciable.
Cámara con al menos cinco losas, formando un recinto rectangular.
Orientación a 90º.

Ajuar encontrado en la excavación:
- 37 lascas informes de sílex y fragmentos de cerámica.
El Museo de Navarra guarda los siguientes objetos:
- 1 microraspador en extremos de lasca
- 1 lasca con una parte de margen retocado con retoque directo y parte mayor con retoque inverso de la cara opuesta
- 2 lascas
- 2 hojas menudas
- 1 trozo ocre
- 1 esquirla apuntada en forma de alisador pulimentado y aguzado al fuego.

Bibliografía: MUNIBE 1973, suplemento nº 1
Nº de catalogación: 68-5.";T. Aranzadi y J.M. Barandiaran en 1926.;"En el año 1985 apenas se distingue el túmulo, viéndose 4 losas, en la parte oriental hay 1 en pie, rota en 2 trozos.
Al S. una losa pqueña recostada en la anterior y otra losa inclinada en la cámara apreciable.
En el primer semestre de 1989 una máquina lo destruye al preparar el terreno para sembrar, a pesar de haber sido advertido el maquinista por Juan Mª Martínez Txoperena.
Aunque justamente se distingue un pequeño montículo de lo que fue el túmulo, parece ser que la cámara podría seguir existiendo, tapada con tierra.
Cuando se prospeccionó esta zona en 1984, se llegó a ver en otra campa labrada al E. unas losas removidas por la máquina, quedando la duda de si pudiera tratarse de otro dolmen.";;Bloc 17: Erro - Valcarlos - Arriasgoiti;Croquis;0131_DIB_160.pdf;Foto;0131_FOT_161.pdf;;;;;;;;;;;;
132;ERLEBIZKARRA;1;Dolmen;Espinal;;;;;;;;;;"Túmulo circular de piedras. No se conoce ajuar.

Bibliografía: MUNIBE 1973, suplemento nº 1
Nº de catalogación: 68-7.";T. Aranzadi y J.M. Barandiaran en 1925.;Este dolmen desapareció en 1935 al ampliarse el cementerio.;;Bloc 17: Erro - Valcarlos - Arriasgoiti;;;;;;;;;;;;;;;;
133;URRITZ MUNO;2;Túmulo;Espinal;"0,6 km del pueblo y 30 m de la carretera a Burguete
Hoja cartográfica Nº: 116-2";Ruta 5, Itinerario 3: Espinal oriental.;Ruta 5, Itinerario 3: Espinal oriental.#0127_TEX_156.pdf#;633950;4759900;877;42.9799711303662,-1.35715991670158;viernes, 7 de abril de 1905;S. Irigoyen;"Túmulo irregular, muy pronumciado por el lado N. y muy rebajado por el lado S.
Gran cráter central, del que ha desaparecido la cámara cuando en 1870 se desmanteló el monumento.

Ajuar encontrado en la excavaión:
- 1 fragmento de cerámica basta (Museo de San Telmo, San Sebastián)
- 1 fragmento de panza con pitón pequeño
- 1 fragmento de panza con pitón redondo (Museo de Navarra)

Bibliografía: MUNIBE 1973, suplemento nº 1
Nº de catalogación: 68-8.";T. Aranzadi y J.M. Barandiaran en 1926.;;;Bloc 17: Erro - Valcarlos - Arriasgoiti;;;;;;;;;;;;;;;;
134;BARATZEKO ERREKA;7;Dolmen corto abierto;Espinal;"A 2,2 km de Espinal al ESE., a la derecha de la regata de su nombre
Hoja cartográfica Nº: 116-3";Ruta 5, Itinerario 3: Espinal oriental.;Ruta 5, Itinerario 3: Espinal oriental.#0127_TEX_156.pdf#;635175;4759200;870;42.9734535944549,-1.34231123552735;viernes, 7 de abril de 1905;Silvestre Irigoyen;"Dolmen corto abierto. Calizas del terreno.
Túmulo poco apreciable, que apenas destaca del terreno. Quedó cortado al N. al labrar el terreno, quedando a ras.
Cámara con 3 losas, que conforman un recinto trapezoidal, estrechadoal E. hacia la entrada. Las losas están basculadas hacia el interior. No tiene cubierta. La orientación es de 130º.

Ajuar encontrado en la excavación:
- 3 hojas de sílex
- 2 lascas
- 1 punta de flecha (cobre o bronce) de pedúnculo central y aletas
- restos humanos de al menos 5 inhumados, uno de ellos infante
- restos de animales
Museo de San Telmo, San Sebastián.

Bibliografía: MUNIBE 1973, suplemento nº 1
Nº de catalogación: 68-1.";T. Aranzadi y J.M. Barandiaran en 1925.;La Sociedad Gorosti con la inestimable colaboración de Juan Mª Martínez Txoperena y un grupo de jóvenes de Espinal y Garralda, colocó un hito señalizador el 25 de julio de 1989.;;Bloc 17: Erro - Valcarlos - Arriasgoiti;Croquis;0134_DIB_162.pdf;Fotos;0134_FOT_163.pdf;;;;;;;;;;;;
135;ARTZILO;8;Dolmen corto cerrado;Espinal;"Ladera meridional del Menzuri, a 2 km al N. de Espinal.
Hoja cartográfica Nº: 116-2";Ruta 5, Itinerario 4: Espinal septentrional.;Ruta 5, Itinerario 4: Espinal septentrional.#0127_TEX_156.pdf#;633157;4762230;930;43.001083642907,-1.36632632508593;viernes, 7 de abril de 1905;Silvestre Irigoyen;"El túmulo circular de 13 m de ?  y 1,5 m de alto está formado por piedras de arenica del terreno.
La cámara es un recinto rectangular formado por 4 losas y 1 de cubierta. Una losa se ha corrido hacia el esterior, tal vez por el peso de la cubierta. Ésta parece hallarse ""in situ"" y está partida en 2 trozos.
Orientación a 60º.

Ajuar encontrado en la excavación:
- fragmentos de cerámica
- objetos modernos.
Museo de San Telmo, San Sebastián.

Bibliografía: MUNIBE 1973, suplemento nº 1
Nº de catalogación: 68-2.";T. Aranzadi y J.M. Barandiaran en 1925.;La Sociedad Gorosti con la inestimable colaboración de Juan Mª Martínez Txoperena y un grupo de jóvenes de Espinal y Garralda, colocó un hito señalizador el 25 de julio de 1989.;;Bloc 17: Erro - Valcarlos - Arriasgoiti;Croquis;0135_DIB_164.pdf;Fotos;0135_FOT_165.pdf;;;;;;;;;;;;
136;ODIEGO HEGO;7;Dolmen corto abierto;Valle de Erro;"Detrás de Casa Establo del Ayuntamiento de Erro
Hoja cartográfica Nº: 91-14";Ruta 5, Itinerario 5: Sorogain Hego.;Ruta 5, Itinerario 5: Sorogain Hego.#0127_TEX_156.pdf#;629815;4762940;840;43.0080525958796,-1.40714773480845;domingo, 3 de abril de 1955;Tomás López Sellés;"El túmulo circular de 10 m de ? fue destrozado al hacer un cargadero de madera.
Dolmen de 3 losas. La losa E mide 1,63 m de largo, 0,7 m de anchura, 0,38 m de grueso. La losa W mide 1,78 m de largo, 1 m de ancho, 0,24 m de grosor. Un espino crece entre ambas. La cámara sepulcral se va estrechando progresivamente y mide 0,71 m al N y 0,5 m al S. 
A unos 350 m al E puede verse la antigua borda ""Casa de Pablo"", cuya cubierta es de teja y cinc.
Orientación N-S.

Bibliografía: MUNIBE 1973, suplemento nº 1
Nº de catalogación: 68-11.";No se conoce;La Sociedad Gorosti con la inestimable colaboración de Juan Mª Martínez Txoperena y un grupo de jóvenes de Espinal y Garralda, colocó un hito señalizador el 23 de julio de 1989.;;Bloc 17: Erro - Valcarlos - Arriasgoiti;Fotos;0136_FOT_166.pdf;;;;;;;;;;;;;;
137;ARREGI;7;Dolmen corto abierto;Espinal;"Al S de la Casa Establo del Ayuntamiento de Erro, en el camino a Espinal
Hoja cartográfica Nº: 91-14";Ruta 5, Itinerario 5: Sorogain Hego.;Ruta 5, Itinerario 5: Sorogain Hego.#0127_TEX_156.pdf#;630265;4762430;945;43.0033848288074,-1.40174730326952;jueves, 5 de octubre de 1961;Tomás López Sellés;"El túmulo es circular de 15 m de ?  y 1,2 m de alto y aparece desfigurado. Calizas del terreno 
Hay 3 losas en la cámara y 4 en el túmulo.
Las 3 losas de la cámara forman un recinto trapezoidal.
Orientación al S.

Bibliografía: MUNIBE 1973, suplemento nº 1
Nº de catalogación: 68-12.";No se conoce;El 23-7-1989 se le colocó el hito señalizador, tarea en la que colaboraron varios jóvenes del lugar.;;Bloc 17: Erro - Valcarlos - Arriasgoiti;Fotos;0137_FOT_167.pdf;;;;;;;;;;;;;;
138;BAGOMULTXU;1;Dolmen;Espinal;Hoja cartográfica Nº: 91-14;Ruta 5, Itinerario 5: Sorogain Hego.;Ruta 5, Itinerario 5: Sorogain Hego.#0127_TEX_156.pdf#;630550;4762650;1050;43.0053162969016,-1.398200441887;sábado, 8 de abril de 1905;T. Aranzadi y JM. Barandiaran;"El túmulo es circular de 8 m de ? y muy poco apreciable. En él se observa un cráter central sin losas de cámara.
Areniscas del terreno.
Bibliografía: MUNIBE 1973, suplemento nº 1
Nº de catalogación: 68-10.";T. Aranzadi y JM. Barandiaran;"La excavación no tuvo resultado positivo: no se encontró ajuar alguno, por lo que estos autores lo consideraron dudoso.
Hoy este dolmen no existe, ya que desapareció durante la guerra civil de 1936.";;Bloc 17: Erro - Valcarlos - Arriasgoiti;;;;;;;;;;;;;;;;
139;MENDIAUNDI;7;¿Dolmen corto abierto?;Espinal;"En el collado entre Txasperro y Mendiaundi
Hoja cartográfica Nº: 91-14";Ruta 5, Itinerario 5: Sorogain Hego.;Ruta 5, Itinerario 5: Sorogain Hego.#0127_TEX_156.pdf#;632225;4763270;1130;43.0106077804621,-1.37750990936948;viernes, 7 de abril de 1905;Silvestre Irigoyen;"Túmulo circular de 15 m de ?  y 1,15 m de alto desmoronado.
Las 2 losas de la cámara formaban escuadra. 
Hoy desaparecido.
Orientación SE.

Resultado de la excavación: sólo se conocen objetos modernos.
Bibliografía: MUNIBE 1973, suplemento nº 1
Nº de catalogación: 68-8.";T. Aranzadi y J.M. Barandiaran en 1926.;;;Bloc 17: Erro - Valcarlos - Arriasgoiti;;;;;;;;;;;;;;;;
140;MENDIAUNDI;2;Túmulos;Espinal;"Entre el Mediaundi y el Menditxipi
Hoja cartográfica Nº: 91-14";Ruta 5, Itinerario 5: Sorogain Hego.;Ruta 5, Itinerario 5: Sorogain Hego.#0127_TEX_156.pdf#;633025;4763250;1148;43.0102881929527,-1.36770202229531;lunes, 5 de junio de 1905;Miguel Ezcudia;"El túmulo de tierra y piedras tiene 8 m de ? con un cráter central de 6 m de ? y 2 m de profundidad.
A 120 m al W existe otro túmulo de parecidas características.";No se conoce;"No está catalogado en MUNIBE.
Registrado con dudas sobre su carácter funerario, ya que da la impresión de haber sido utilizado con fines militares.";;Bloc 17: Erro - Valcarlos - Arriasgoiti;;;;;;;;;;;;;;;;
141;ODIEGO IPAR;1;Dolmen;Valle de Erro;"A 100 m al N de la Casa - Establo del Ayuntamiento de Erro
Hoja cartográfica Nº: 91-14";Ruta 5, Itinerario 6: Sorogain Sortalde.;Ruta 5, Itinerario 6: Sorogain Sortalde.#0127_TEX_156.pdf#;629790;4763090;840;43.0094071027152,-1.40741948137406;miércoles, 31 de mayo de 1905;Miguel Javier Urmeneta;"Presenta un túmulo rebajado, pero definido.
2 Losas conforman la desfigurada cámara orintada N-S.";;"Resulta extraño que, habiendo pasado por estos lugares prospectores tan expertos y destacados como JM. Barandiaran, T. Aranzadi y Tomás López Sellés (quien dio a conocer el Odiego de la Casa Establo), no señalaran nada de esta otro dolmen que, aunque está profanado, presenta los rasgos característicos de dolmen.
En el último catálogo editado en 1973 por MUNIBE, no se dice nada acerca de este dolmen.";;Bloc 17: Erro - Valcarlos - Arriasgoiti;Fotos;0141_FOT_168.pdf;;;;;;;;;;;;;;
142;BERASKUAIN;1;Dolmen;Valle de Erro;"En el Collado Baraskain, por el camino al E de Casa de Pablo.
Hoja cartográfica Nº: 91-14";Ruta 5, Itinerario 6: Sorogain Sortalde.;Ruta 5, Itinerario 6: Sorogain Sortalde.#0127_TEX_156.pdf#;630710;4764658;1009;43.0233638875128,-1.39576752409775;jueves, 8 de junio de 1905;Luis Millán;Túmulo rebajado, pero apreciable, de piedras y tierra, en el que aparece tirada 1 losa. En la parte E asoma lo que pudiera ser 1 losa.;;"Hacia el S aparece un grupo de diez crómlech de escasa entidad.
Así mismo, en una pequeña cota en dirección SE se aprecia una forma tumular de la que sobresalen del terreno unas losas de pequeñas dimensiones.
En el hito señalizador, colocado por la Sociedad Gorosti (con la colaboración de Juan Mª Martínez Txoperena y un grupo de jóvenes de Espinal y Garralda) el día 23-7-1989, se alude a esta forma tumular con el nombre Beraskuain Hego";;Bloc 17: Erro - Valcarlos - Arriasgoiti;Croquis;0142_DIB_170.pdf;Fotos;0142_FOT_169.pdf;;;;;;;;;;;;
143;ASUNREGI;12;Fondos de cabaña;Valle de Erro;"En el camino desde la Casa-Establo a Estakarriko Lepoa
Hoja cartográfica Nº: 91-14";Ruta 5, Itinerario 7: Sorogain Ipar;Ruta 5, Itinerario 7: Sorogain Ipar#0127_TEX_156.pdf#;629550;4764800;900;43.0248407559483,-1.40996607541104;;;Se trata de ocho promontorios que de forma uniforme se asientan en una ladera de poca vertiente y cercana a un barranco.;;"No se conoce la historia de los mismos, ni están anunciados en el catálogo de MUNIBE.
En cuanto a su identidad, hay quien opina que se trata de asentamientos de tiendas militares de campaña, otros los identifican como crómlech y también como fondos de cabaña, que a nuestro parecer es lo más probable.
En el hito señalizador colocado por Xantoten Harria se hace alusión a estos promontorios.";;Bloc 17: Erro - Valcarlos - Arriasgoiti;;;;;;;;;;;;;;;;
144;XANTOTEN HARRIA;5;Crómlech;Valle de Erro;"En el camino desde Casa-Establo a Estarriko Lepoa
Hoja cartográfica Nº: 91-14";Ruta 5, Itinerario 7: Sorogain Ipar;Ruta 5, Itinerario 7: Sorogain Ipar#0127_TEX_156.pdf#;629435;4765200;922;43.0284609858273,-1.41128412315482;domingo, 3 de abril de 1955;Tomás López Sellés;"Testigos compuestos de 14 piedras (enhiestas unas, otras tumbadas) de tamaño desigual que oscila entre 0,6 m y 0,3 m de altura y que enmarcan un recinto de unos 8 m de diámetro. Le faltan algunos testigos en el lado E.

Excavación:
Llevada a cabo por Pedro Arrese con objeto de elaborar su tesina y autorizada por el Museo de Navarra. De este trabajo no se conoce resultado alguno, al menos públicamente.
Por el contrario, se ha observado que los testigos han quedado mermados de tierra en su base, con el consiguiente peligro de falta de consistencia. Así mismo, en su centro se puede observar una cuadríula a falta de la tierra que la cubría.

Bibliografía: 
T. López Sellés: Contribución a un suplemento de catálogo delménico del País Vasco de J. Elosegui. MUNIBE 1973, pág. 3 y 11.";Pedro Arrese en 1984-85;"Sobre el topónimo Santoten Harria, D. José Miguel de Barandiaran lo aplicó al dolmen de Pilotasoro. Escribe en el Diccionario de Mitología Vasca que quiere decir ""piedras de Santxote"", por ser el lugar donde murió un arriero así llamado. Este fue un famoso trovador al que los pastores de la zona levantaron un monumento con peñas de ortostatos, junto a otro anterior cuyos restos se ven todavía.
La Sociedad Gorosti, con la colaboración de Juan Mª Martínez Txoperena y un grupo de jóvenes de Espinal y Garralda, colocó un hito señalizador el día 23-7-1989.";;Bloc 17: Erro - Valcarlos - Arriasgoiti;Fotos;0144_FOT_171.pdf;;;;;;;;;;;;;;
145;PILOTASORO;7;Dolmen corto abierto;Valle de Erro;"Collado Estakarri
Hoja cartográfica Nº: 91-14";Ruta 5, Itinerario 7: Sorogain Ipar;Ruta 5, Itinerario 7: Sorogain Ipar#0127_TEX_156.pdf#;629430;4766110;1020;43.0366532670357,-1.41113412384856;lunes, 1 de mayo de 1905;J.M. Barandiaran;"Dolmen de 3 losas de areniscas del terreno y de 15 m de ?  y 0,8 m de alto.
Primitivamente las losas de la cámara formaban un recinto rectangular. En la actualidad es trapezoidal por cerrarse la losas en la entrada.
Sin cubierta. Orientación al E., según JM. Barandiarán.

Bibliografía:
Barandiaran, JM.: Hombre Prehistórico (1953)
                                 Crónica (1949)
MUNIBE 1973, nº catalogación 72-6.";No se conoce;"A 40 m en dirección NW se puede aapreciar un túmulo circular de 9,2 m de ?  y 0,8 m de alto. Fue descubierto en 1948 y no se conoce excavación.
En la actualidad las dimensiones del túmulo ham cambiado y se presenta más disminuído. Tiene un pequeño cráter central.
La Sociedad Gorosti, con la colaboración de Juan Mª Martínez Txoperena y un grupo de jóvenes de Espinal y Garralda, colocó un hito señalizador el día 23-7-1989.";;Bloc 17: Erro - Valcarlos - Arriasgoiti;Fotos;0145_DIB_172.pdf;;;;;;;;;;;;;;
146;ELORRIXAALEA;1;Dolmen corto;Alduides - Urepel;"Detrás de la muga fronteriza 148
Hoja cartográfica Nº: 91-14";Ruta 5, Itinerario 7: Sorogain Ipar;Ruta 5, Itinerario 7: Sorogain Ipar#0127_TEX_156.pdf#;630350;4766700;890;43.0418068313617,-1.39970656982649;lunes, 1 de mayo de 1905;JM. Barandiaran;"Dolmen de 3 losas, de calizas del terreno y de 16 m ?  y 1,8 m de alto.
Dos de las losas, paralelas e inclinadas, forman la cámara. La tercera parace ser solo un fragmento y aparece suelta.
El túmulo es circular y muy pronunciado al NE y al W.
Hoy es imposible determinar con seguridad la planta del monumento.
Orientación del eje mayor N-S., según JM. Barandiaran.";No se conoce;"En la zona de Urepel (Ultrapuestos) se conocen los siguientes:
- IRAZTEI IPAR: 3º 42´ 3´´ - 43º 03´ 28´´. A 3,8 km al SSE de Urepel del collado de Nahala, sobre el alto de su nombre.
- KUTXAZARRETA: 3º 44´ 11´´ - 43º 03´ 18´´ - 500m. A unos 2 km al SE de Urepel.
- TRAIKARLEPO: 2º 20´ 30´´ - 43º 03´ 08´´  - 1150m (hoja 91-15)
                              3º 40´ 57´´ - 43º 02´ 53´´
             A 100m al N del mojón 160, en un collado al S. de Lauriña (en el que se encuentra el dolment de       Lauriña, en término de Valcarlos).

Bibliografía: MUNIBE 1973, suplemento nº 1, catalogación nº 72-8.";;Bloc 17: Erro - Valcarlos - Arriasgoiti;Croquis;0146_DIB_173.pdf;Fotos;0146_FOT_174.pdf;;;;;;;;;;;;
