1;ANGAITZA;8;Dólmen corto cerrado;Concejo de Beorburu. Ayuntamiento del Valle de Juslapeña;Cerca del alto de Angaitza;A 15 minutos desde Beorburu, en dirección Norte Hoja cartográfica Nº 115-12;Ulzama#0001_TEX_25.pdf#;4753750;603400;860;0.00544260978502137,-7.44615386328269;sábado, abril 15, 1905;P. Urra;Túmulo circular poco determinable. Cámara de recinto rectangular, más bien trapecial por tender las paredes a cerrarse a la entrada. Cubierta desplazada al realizar la cata de reconocimiento, por lo que se encuentra fragmentada. Documentado por tres diapositivas, en las que debido a la maleza tapa la conformación del monumento. ? W.E. 10 m ? N. S. 11m Altura aprox. 1m Tierra y piedra Viane tiene medidas las losas Hoy se ven Losa de cabecera orientada a 15? Losa N (W.E.) orientada a 120? Losa S (W.E.) orientada a 77? 6 piedras ( A6 x 40) al E. 1 piedrra (1 x 70) 1 piedra (1,3 x 1,7) E. enterradas 1 piedra ? E. enterradas 1 piedra 1 x 1 a SE (cierre cámara ?);En 1932, se realizó una cata de reconocimiento, por P. Urra;P. Urra se lo comunicón a J.M. de Barandiarán y la cata de reconocimiento dio restos humanos cuyo paradero es desconocido. Este dómen tiene posibilidades de ser reconstruido, colocándole la tapa . Hay que levantar un croquis y medir las locas. Topónimo ARANGAITZ en mapa 1/25.000 115-1 Bibliografía: J.M. de Barandiarán. Catálogo des stations. 1946 J.M. de Barandiarán . Hombre prehistórico. 1953;NULL;Bloc 12. Atez Ulzama;0001_DIB_1_1.jpg;0001_DIB_1_2.jpg;0001_FOT_2_3.jpg;0001_TEX_25_4.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
226;IPARLA;5;Crómlech (3);Comuna de Bidarray;2 km al N de Iparla Hoja cartográfica Nº: 66-10;Iparla;NULL;632620;4789400;720;43.2457412614791,-1.36641613788665;sábado, marzo 17, 1973;Francisco Ondarra;"crómlech 1: Círculo de 5 m de ? y 0,4 m de altura. 11 testigos de piedra arenisca sobre un ligero túmulo cubierto de hierba y helechos. Las piedras mayores miden: - Nº 2: 0,6 m de alto; 0,5 m de largo y 0,1 m de grueso - Nº 3: 0,3 m de alto; 0,9 m de largo y 0,1 m de grueso crómlech 2: Situado a unos 4 m al W del anterior. Túmulo de 8,5 m de ? y 0,4 m de altura. 7 testigos de piedra arenisca, algunos inclinados hacia el interior y el nº 4 tendido en el suelo. Medidas: - Nº 4: 0,6 m de alto; 0,3 m de largo y 0,1 m de grueso - Nº 5: 0,2 m de alto; 0,7 m de largo y 0,05 m de grueso - Nº 6: 0,5 m de alto; 0,3 m de largo y 0,07 m de grueso - Nº 7: 0,6 m de alto; 0,3 m de largo y 0,15 m de grueso crómlech 3: Situado a 10 m al W del anterior. Círculo casi tumular de 3 m de ?. 6 testigos de piedra arenisca; el mayor mide: 0,2 m de alto; 0,5 m de largo y 0,07 m de grueso.";No se conoce;Francisco Ondarra admite que estos crómlech hayab sido publicados con anterioridad por J. Blot. Bibliografía: Príncipe de Viana nº 138/139, 1975.;NULL;NULL;0226_DIB_259_0.jpg;0226_DIB_259_1.jpg;0226_FOT_260_2.jpg;0226_FOT_260_3.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
227;IPARALA - I;13;Monolito;Bidarray (Benabarra);A 200 m de los crómlech de Iparla Hoja cartográfica Nº: 66-10;Iparla;NULL;632620;4789400;720;43.2457412614791,-1.36641613788665;domingo, mayo 28, 1905;J. Altuna;Monolito en pie con una altura 2,25 m en forma de laja y ligeramente basculado. Cara 1: la anchura en la base es de 1,45 m. A un metro disminuye las 1,1 m hasta su extremo. Cara 2: en la zona media alcanza los 0,2 m debido a la inclinación del terreno Cara 3: oscila entre 0,15/0,2 m de anchura Cara 4: tiene 0,2 m de ancho. Formando ángulo recto con el monolito y en su base, se levanta hasta una altura de 0,7 m un gran bloque de piedra que en uno de sus lados forma escuadra con él. La orientación del eje mayor es de 126º. Areniscas rojas.;No se conoce;Bibliografía: Príncipe de Viana nº 138/139, 1975. MUNIBE nº 35, 1983.;NULL;NULL;0227_DIB_262_0.jpg;0227_FOT_261_1.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
228;IPARALA - II;13;Monolito;Bidarray (Benabarra);Al S de la cueva de Iparla Hoja cartográfica Nº: 66-10;Iparla;NULL;631680;4787530;1029;43.2290739378244,-1.37843680036247;sábado, mayo 27, 1905;J. Blot;Monolito tendido sobre el terreno de unos 3,5 m de longitud. La cara 1 o superior tiene una anchura que oscila entre 1,2 m al NE y 0,6 m en el extremo opuesto. La cara 2 destaca sobre el terreno entre 0,6 y 0,4 m. La cara 3 es similar a la 2. La aorientación del eje es de 12º. Areniscas roja.;J. Blot y Ch Saave realizaron la limpieza del contorno y una zanja. No encontraron material alguno.;Bibliografía: J. Blot, KOBIE, 1980. MUNIBE nº 35, 1983.;NULL;NULL;0228_DIB_263_0.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
229;MEHATSEKO BIZKARRA;13;Monolito;Bidarray;A pocos metros del collado Mehatse. Hoja cartográfica Nº: 66-6;Artzamendi;NULL;629210;4792500;707;43.2742370013207,-1.40767647466963;jueves, abril 29, 1943;JM Barandiaran;Tendido en el suelo. Longitud: 4,2 m. - Cara 1: 1,45 m de anchura en el extremo SW y 0,3 m en el opuesto - Cara 2: Destaca sobre el terreno entre 0,45 m y 0,35 m - Cara 3: Destaca a todo lo largo 0,35 m. La orientación del eje es de 33º Material: arenisca roja.;NULL;Bibliografía: MUNIBE nº 35, 1983.;NULL;NULL;0229_DIB_268_0.jpg;0229_MAP_265_1.jpg;0229_MAP_265_2.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
230;MAILARRETA HEGO;5;Crómlech;Arizkun;En el collado de su nombre en dirección Gorospil Hoja cartográfica Nº: 66-5;Gorospil;NULL;625000;4790400;687;43.2560443953816,-1.46001652396821;lunes, junio 27, 1949;JM. Barandiaran;crómlech de 3 m de diámetro con 20 testigos de piedras pequeñas y muy bajas de cuarzo blando, meno una que es de arenisca y otra de pizarra.;No se conoce;La descripción es de Francisco Ondarra, que dio estos datos con fecha 1-6-1974, no teniendo seguridad de si se trataba del mismo crómlech aludido por JM. Barandiaran y de su carácter prehistórico. Bibliografía: Príncipe de Viana nº 138/139.;NULL;NULL;0230_DIB_266_0.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
231;MAIRULARRIETA IPAR (MAILARRETA );5;Crómlech (3);Arizkun;En la cima de la cota, a 150 m del Hego Hoja cartográfica Nº: 66-5;Gorospil;NULL;625100;4790475;699;43.2567029123218,-1.45876794397255;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
232;ZOTALETAKO KASKOA HEGO;5;Crómlech;Arizkun;Entre la cota 752 m, por el S y a 706 m al N. Hoja cartográfica Nº: 66-5;Gorospil;NULL;625970;4791500;740;43.2657844217246,-1.44781896437289;sábado, marzo 10, 1973;Francisco Ondarra;"Círculo de 4,8 m de diámetro. Consta de más de 20 testigos de piedra arenisca, cuarzo blanco y pizarra; el mayor es de 0,5 m de largo.";No se conoce;Bibliografía: Príncipe de Viana nº 138/139;NULL;NULL;0232_DIB_267_0.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
233;IGUZKI MENDEBAL;1;Dolmen;Arizkun;100 m al NE del mojón internacional nº 78. Hoja cartográfica Nº: 66-6;Artzamendi;NULL;627350;4791870;568;43.2688829349674,-1.43073548604631;lunes, noviembre 09, 1970;J. Blot;Túmulo de 7 m de diámetro y 0,5 m de altura. Tiene hoyo central de 2,3 m de ancho y 0,5 m de profundidad. Una sol losa de arenisca. Orientación a 95º. Las piedras del túmulo son de pizarra.;No se conoce;Bibliografía: Príncipe de Viana nº 138/139, 1975;NULL;NULL;0233_FOT_269_0.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
234;URLEGI;2;Túmulo;Maia de Arizkun;Ladera N de la cumbre de Urlegi (717 m) Hoja cartográfica Nº: 66-9;Gorospil;NULL;624760;4787840;660;43.2330404203046,-1.4635516174616;domingo, octubre 29, 1972;Francisco Ondarra;Túmulo de 6 m de diámetro y 0,3 m de altura, muy rebajado por el NW. Hoyo central cubierto de juncos. Túmulo de tierra y algunas piedras de arenisca.;No se conoce;A unos 10 m al NNW afloran varias piedras. Podría tratarse algún crómlech. Bibliografía: Príncipe de Viana nº 138/139, 1975;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
235;URLEGI;5;Crómlech;Maia de Arizkun;A unos 150 m al N del túmulo de Urlegi Hoja cartográfica Nº: 66-9;Gorospil;NULL;624820;4787980;650;43.2342907015714,-1.4627812824528;domingo, noviembre 17, 1957;Tomás López Sellés;Son 3 crómlech tumulares: - crómlech nº 1: 12 m de diámetro y cerca de 1 m de alto - crómlech nº 2: 4 m de diámetro y 0,3 m de alto - crómlech nº 3: 3,7 m de diámetro y 0,3/0,4 m de alto. El primero perdió unos 2,5 m del círculo y las piedras que lo formaron por el lado W al construirse la carretera que desde Otsondo se dirige a Gorramendi. No es fácil determinar el número de testigos del crómlech dada la gran cantidad de vegetación existente.;No se conoce;Bibliografía: Príncipe de Viana nº 138/139, 1975. MUNIBE 1973, Contribución al catálogo…;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
236;ORIZKI (ZENTILMENDI);2;Túmulo;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0236_FOT_270_0.jpg;0236_FOT_270_1.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
237;ALDAIKO LEPOA;2;Túmulo;Baztan;100 m al sur de la txabola visible Hoja cartográfica Nº: 90-11;Saioa;NULL;613370;4767030;990;43.0475024683018,-1.60803639018115;sábado, mayo 25, 1974;Francisco Ondarra;Túmulo circular de 4 m. de diámetro y 0,3/0,4 m. de altura. Entre la tierra, la hierba y los brezos asoman algunas piedras. Existe una pequeña depresión al E. del túmulo. Areniscas.;Agosto - 1983, por Pedro Arrese.;La excavación dio como resultado un poco de ceniza. Se comprobó que el túmulo está formado por piedras. Bibliografía: Píncipe de Viana 140/141, pág. 420;NULL;13 Baztan Sur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
238;GARTZAGA;1;Dolmen (y Crómlech);Baztan;En el camino a Saioa, en el collado de su nombre. Hoja cartográfica Nº: 90-11;Saioa;NULL;614500;4767620;1130;43.0526442516572,-1.5940449168114;domingo, septiembre 25, 1966;Tomás López Sellés;Túmulo de 7/8 m. de ?, rebajado y desfigurado. En el cráter central queda una losa tumbada de 1,09 m. de largo por 0,75 m. de ancho y 0,1 m. de grueso. Al SE. Se pueden ver dos fragmentos de losa. Uno mide 0,93 m. de largo por 0,69 m. de ancho y 0,1 m. de grueso. El otro mide 1,15 m. de largo por 0,54 m. de ancho y 0,13 m. de grueso. Un crómlech de 13/14 m. de diámetro rodea el domen. Resalta más por el lado E., en donde alcanza una altura de 0,4 m.;No se conoce;"Dice Francisco Ondarra que existe un papel de 1892 en el Archivo de Baztan (Elizondo) que habla de la ""Peña de Garzaga"" y el collado de su nombre, donde se juega a la pelota. Más adelante vuelve sobre lo mismo diciendo que hacia el mojón de la facería de Lanz y Baztan hay una piedra natural con raya, junto al pocillo próximo al juego de pelota. Actualmente hay un hoyo en el que abundan los juncos al S. de Gartzaga. En él se asienta una piedra de 2,2 m. de largo por 1,1 m. de ancho y 0,1/0,25 m. de grueso. Tiene una raya de 0,9 m. de largo señalando a los 155º. Bibliografía: Munibe 1973. Contribución…";NULL;13 Baztan Sur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
239;GARTZAGA IPAR;5;Crómlech;Baztan;A 100 m. del dolmen de Gartzaga. Hoja cartográfica Nº: 90-12;Saioa;NULL;614600;4767630;1130;43.0527191845077,-1.59281531213596;domingo, septiembre 25, 1966;Tomás López Sellés;5 m. de ?, compuesto de piedras que apenas afloran sobre la superficie de terreno.;No se conoce;Bibliografía: Munibe 1973. Contribución…;NULL;13 Baztan Sur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
240;GARTZAGA HEGO;5;Crómlech;Baztan;En las estribaciones de Okolin y ladera S. de Gartzaga Hoja cartográfica Nº: 90-12;Saioa;NULL;614200;4767670;1220;43.0531395579781,-1.5977173037741;lunes, octubre 10, 1966;Tomás López Sellés;8 m. de ? y 15/16 testigos, el mayor de ellos mide 0,5 m. de altura.;No se conoce;Bibliografía: Munibe 1973. Contribución…;NULL;13 Baztan Sur;0240_FOT_271_0.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
241;GARTZAGA LEPOA;5;Crómlech;Baztan;En el collado de su nombre, a 10 m. del cercano Gartzaga Hego. Hoja cartográfica Nº: 90-12;Saioa;NULL;615250;4767660;1210;43.0528908459321,-1.58483006317543;sábado, mayo 25, 1974;Francisco Ondarra;"Círculo de 5 m. de ?. 16 testigos de piedras muy bajas; tres de ellas on de 0,5 m. de largo. Siete testigos forman una segunda circunferenica de 0,6 m. de la anterior. Uno de los testigos mide 0,8 m. de largo. Las demás están inclinadas hacia afuera. Areniscas.";No se conoce;Bibliografía: Príncipe de Viana nº 140/141, pág. 416.;NULL;13 Baztan Sur;0241_FOT_334_0.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
242;ANDDEBERRI;13;Monolito;Baztan;En la ladera N. de la cumbre de Anddeberri (Gartzaga) Hoja cartográfica Nº: 90-12;Saioa;NULL;615300;4768130;1220;43.0571143102783,-1.58411893488044;domingo, julio 17, 1983;Francisco Ondarra;"Monolito de 1,3 m. de altura; 0,45 m. de anchura media y 0,2 m. de grueso medio. Inclinado hacia los 130º. Por la uniformidad de la anchura y el grosor, da la impresión de estar trabajando. A su lado hay otra piedra tumbada y con un extremo medito bajo tierra, que mide 1,65 m. de largo por 0,6/0,52 m. de ancho (terminado en punta en el extremo enterrado) y 0,2/0,25 m. de grosor. Orientación del monolito: 25º.";No se conoce;Bibliografía: Arqueología nº 7, 1988;NULL;13 Baztan Sur;0242_DIB_333_0.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
243;AZKENEKO LEPOA I;5;Crómlech;Baztan;A unos 9 m. y 350º del domen de Gartzaga Hoja cartográfica Nº: 90-12;Saioa;NULL;614600;4767630;1120;43.0527191845077,-1.59281531213596;lunes, julio 19, 1982;Luis Millan;crómlech circular de 3,5 m. de ? con varios testigos semiocultos en la tierra. Destaca uno al NE. De 0,5 m. de largo, asomado apenas del suelo, y otro al SW. De 0,16 m. de alto por 0,55 m. de largo y 0,04/0,14 m. de grosor.;No se conoce;Bibliografía: Arqueología nº 7, 1988;NULL;13 Baztan Sur;0243_DIB_272_0.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
244;AZKENEKO LEPOA II;5;Crómlech;Baztan;A 5 m. y orientación 190º del domen de Gartzaga Hoja cartográfica Nº: 90-12;Saioa;NULL;614600;4767630;1120;43.0527191845077,-1.59281531213596;lunes, julio 19, 1982;Luis Millan;"4,5 m. de ? y testigos de piedras pequeñas. Destacan tres: 1.- Al SSE. 0,09 m. alto; 0,6 m. largo; 0,1/0,18 m. grosor 2.- Al NW 0,15 m. alto; 0,4 m. largo; 0,1/0,28 m. grosor 3.- Al NNE. 0,49 m. alto; 0,5 m. largo; 0,06/0,1 m. grosor. Ésta tumbada";No se conoce;Bibliografía: Arqueología nº 7, 1988;NULL;13 Baztan Sur;0244_DIB_273_0.jpg;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
245;AZKENAZKO LEPOA;1;Dolmen;Baztan;En collado entre cotas Azkentz (1172 m.) y Anddeberri (Gartzaga 1295 m.) Hoja cartográfica Nº: 90-12;Saioa;NULL;614600;4767630;1120;43.0527191845077,-1.59281531213596;domingo, septiembre 25, 1966;Tomás López Sellés;NULL;No se conoce;Luis Millan ha denunciado dos monolitos en la zona, de los que por el momento no tenemos datos.;NULL;13 Baztan Sur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
246;OKOLINGO LEPOA;2;Túmulo;Baztan;En el collado entre Okolin y Saioa Hoja cartográfica Nº: 90-12;Saioa;NULL;616500;4766940;1240;43.0462184536983,-1.5696364539546;sábado, julio 07, 1973;Francisco Ondarra;Túmulo de forma elíptica de 6 m. de ? en su eje mayor (NE-SW) y de 5 m. en su eme menor (NW-SE) de 0,7 m. de alto. Abundantes piedras mezcladas con tierra.;No se conoce;El 10-5-1986, Iñaki Gaztelu dio a conocer un monolito denominado Okolin. Bibliografía: Príncipe de Viana 140/141 pág. 141.;NULL;13 Baztan Sur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
247;OKOLINGO LEPOA IPAR;13;Monolito;Baztan;En el collado entre Okolin y Saioa Hoja cartográfica Nº: 90-12;Saioa;NULL;616500;4766940;1240;43.0462184536983,-1.5696364539546;NULL;NULL;NULL;NULL;NULL;NULL;13 Baztan Sur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
248;OKOLINGO HEGO;13;Monolito;Anue;400 m. al S. de Okolingo Lepoa Hoja cartográfica Nº: 90-16;Saioa;NULL;616620;4766550;1125;43.0426891727681,-1.56824523261911;NULL;Luis Millan? Iñaki Gaztelu?;NULL;NULL;NULL;NULL;13 Baztan Sur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
249;SAGARDEGI;5;Crómlech;Anue;A unos 60 m. al S. del túmulo Hoja cartográfica Nº: 90-16;Saioa;NULL;617780;4766550;1150;43.0425101424902,-1.55400821899165;domingo, mayo 16, 1982;Luis Millan;"2,5 m. de ?. 10 testigos de piedras pequeñas. 1.- Al N.: 0,1 m. alto; 0,22 m. largo; 0,2 m. grosor 2.- Al E.: 0,6 m. largo 3.- Al ESE.: 0,5 m. largo; 0,3 m. grosor 4.- (interior): 0,05 m. alto; 0,3 m largo; 0,08 m. grosor";No se conoce;Bibliografía: Arqueología nº 7, 1988.;NULL;13 Baztan Sur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
